,ID,Date,Day,Month,Year,User Name,Location,Text,Language,Retweet counts,Favorites counts,Hashtags
2460,1443609330092228608,2021-09-30 16:10:59+00:00,30,9,2021,World Nuclear News,,"A full-scale first-of-its kind mock-up of the main vessels of the U-Battery advanced modular reactor, revealed yesterday by @U_Battery and Cavendish #Nuclear, has demonstrated how the reactor can be built using modular techniques https://t.co/YEE1qUQDOW https://t.co/Y0TyGATz5Y",en,9.0,29.0,"[{'text': 'Nuclear', 'indices': [149, 157]}]"
2461,1443608351342989312,2021-09-30 16:07:06+00:00,30,9,2021,World Nuclear News,,"A new #nuclear medicine manufacturing facility will be built in Australia at Lucas Heights, the home of the Australian Nuclear Science and Technology Organisation (@ANSTO) https://t.co/VWxLkxNsj3 https://t.co/kcsTbWyuiL",en,1.0,19.0,"[{'text': 'nuclear', 'indices': [6, 14]}]"
2462,1443590471058530304,2021-09-30 14:56:03+00:00,30,9,2021,World Nuclear News,,@TerrestrialMSR has signed an agreement with @Orano_usa for the supply of #nuclear fuel for its Integral Molten Salt Reactor https://t.co/CLOBisKcbV https://t.co/44ZAbZUA7p,en,8.0,29.0,"[{'text': 'nuclear', 'indices': [74, 82]}]"
2463,1443589289367928832,2021-09-30 14:51:21+00:00,30,9,2021,World Nuclear News,,South Africa's cabinet has approved the construction of the Multipurpose Reactor to succeed the Safari-1 research reactor which is located at Pelindaba #nuclear https://t.co/m4dAUSN2Tv https://t.co/WtCSEJbou4,en,12.0,54.0,"[{'text': 'nuclear', 'indices': [152, 160]}]"
2464,1443588530244964352,2021-09-30 14:48:20+00:00,30,9,2021,World Nuclear News,,"Tomáš Kovalovský, chairman of the Czech Nuclear Association, and Tomáš Měřínský, chairman of Sekurkon, provide an overview of the Nuclear Power - New #Nuclear Builds conference, held on 23 September in Prague https://t.co/qbgmKoJ1XM https://t.co/y1H0aqz5ZU",cs,0.0,8.0,"[{'text': 'Nuclear', 'indices': [150, 158]}]"
2465,1443427885705007104,2021-09-30 04:10:00+00:00,30,9,2021,World Nuclear News,,"The PRISMAP network (@MedRadionuclide) was recently launched which will see more than 20 European academic institutions &amp; research centres pooling their knowledge, expertise &amp; infrastructure to speed up the introduction of new medical isotopes #nuclear https://t.co/WpXMgjffUV https://t.co/kF9DszYk63",en,4.0,8.0,"[{'text': 'nuclear', 'indices': [252, 260]}]"
2466,1443425375141474304,2021-09-30 04:00:01+00:00,30,9,2021,World Nuclear News,,Russian strongmen have achieved a world first: pulling a #nuclear reactor https://t.co/d1fwdVnytq https://t.co/kNhjPfFusC,en,2.0,25.0,"[{'text': 'nuclear', 'indices': [57, 65]}]"
2467,1443247443055939584,2021-09-29 16:12:59+00:00,29,9,2021,World Nuclear News,,Support for new #nuclear build at the Czech Republic's Dukovany power plant has been signed into law by President Miloš Zeman https://t.co/a1QUtyHSZJ https://t.co/L1uyfrWO9y,en,17.0,98.0,"[{'text': 'nuclear', 'indices': [16, 24]}]"
2468,1443246916394012672,2021-09-29 16:10:53+00:00,29,9,2021,World Nuclear News,,"The PRISMAP network (@MedRadionuclide) was recently launched which will see more than 20 European academic institutions &amp; research centres pooling their knowledge, expertise &amp; infrastructure to speed up the introduction of new medical isotopes #nuclear https://t.co/WpXMgjffUV https://t.co/HyLiziHvI9",en,0.0,2.0,"[{'text': 'nuclear', 'indices': [252, 260]}]"
2469,1443246159653478400,2021-09-29 16:07:53+00:00,29,9,2021,World Nuclear News,,Russian strongmen have achieved a world first: pulling a #nuclear reactor https://t.co/d1fwdVnytq https://t.co/Y1KgRzXdhf,en,38.0,201.0,"[{'text': 'nuclear', 'indices': [57, 65]}]"
